Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas3360          Pavarde3360         9    10   5    8    3    4    1    1    8    2    10   
Vardas3361          Pavarde3361         1    6    9    2    4    4    1    9    10   10   3    
Vardas3362          Pavarde3362         5    8    7    3    1    4    4    1    4    6    7    
Vardas3363          Pavarde3363         7    7    2    7    7    1    2    6    10   4    5    
Vardas3364          Pavarde3364         1    4    3    1    3    4    8    10   4    8    10   
Vardas3365          Pavarde3365         1    6    8    7    2    4    3    1    10   10   5    
Vardas3366          Pavarde3366         4    3    8    8    2    6    1    9    2    7    4    
Vardas3367          Pavarde3367         7    1    8    9    6    10   1    10   6    8    2    
Vardas3368          Pavarde3368         4    7    8    7    8    6    7    10   5    1    5    
Vardas3369          Pavarde3369         10   10   6    8    7    9    8    10   4    3    5    
Vardas3370          Pavarde3370         4    6    4    10   7    2    10   2    2    3    2    
Vardas3371          Pavarde3371         7    6    7    6    9    2    9    6    10   7    3    
Vardas3372          Pavarde3372         4    3    3    1    2    8    2    7    8    4    1    
Vardas3373          Pavarde3373         1    2    9    7    9    10   1    2    3    3    6    
Vardas3374          Pavarde3374         6    2    2    5    4    2    1    10   6    9    5    
Vardas3375          Pavarde3375         6    10   10   3    8    10   9    9    9    5    1    
Vardas3376          Pavarde3376         5    6    5    2    10   6    10   1    5    10   9    
Vardas3377          Pavarde3377         10   1    3    7    5    5    8    8    10   9    5    
Vardas3378          Pavarde3378         10   8    2    7    4    8    9    4    7    2    6    
Vardas3379          Pavarde3379         1    2    5    10   2    9    7    6    6    1    2    
Vardas3380          Pavarde3380         10   2    9    8    7    2    10   5    3    10   1    
Vardas3381          Pavarde3381         9    9    2    10   1    7    2    9    8    2    1    
Vardas3382          Pavarde3382         1    8    1    9    5    5    6    6    3    4    7    
Vardas3383          Pavarde3383         9    6    3    9    2    7    4    8    10   8    7    
Vardas3384          Pavarde3384         9    10   5    8    7    9    7    7    5    10   9    
Vardas3385          Pavarde3385         9    2    6    9    4    4    7    3    6    4    3    
Vardas3386          Pavarde3386         10   10   3    10   4    2    3    8    4    2    4    
Vardas3387          Pavarde3387         8    10   1    1    10   6    7    3    1    2    2    
Vardas3388          Pavarde3388         7    7    4    3    9    8    8    4    5    10   7    
Vardas3389          Pavarde3389         10   2    5    6    1    2    6    3    5    3    10   
Vardas3390          Pavarde3390         8    10   8    2    1    9    9    6    2    7    2    
Vardas3391          Pavarde3391         10   4    6    5    4    5    4    1    1    4    9    
Vardas3392          Pavarde3392         1    5    5    8    2    4    10   10   4    7    5    
Vardas3393          Pavarde3393         3    6    10   2    1    7    4    6    3    4    2    
Vardas3394          Pavarde3394         6    4    8    4    2    2    8    4    10   3    9    
Vardas3395          Pavarde3395         9    3    3    1    9    5    6    5    5    9    2    
Vardas3396          Pavarde3396         3    7    2    1    7    8    9    2    1    10   5    
Vardas3397          Pavarde3397         5    4    10   4    6    2    3    10   4    1    7    
Vardas3398          Pavarde3398         7    5    5    3    5    6    3    6    5    5    6    
Vardas3399          Pavarde3399         5    10   9    10   8    9    1    7    1    2    9    
Vardas3400          Pavarde3400         8    7    6    10   4    5    6    8    3    2    6    
Vardas3401          Pavarde3401         10   9    3    7    8    4    10   6    2    5    7    
Vardas3402          Pavarde3402         8    5    8    8    5    3    3    10   3    10   8    
Vardas3403          Pavarde3403         5    8    4    3    9    8    1    7    9    2    8    
Vardas3404          Pavarde3404         5    2    5    8    6    5    9    3    5    4    3    
Vardas3405          Pavarde3405         3    3    9    6    6    1    3    8    4    8    1    
Vardas3406          Pavarde3406         6    3    5    9    9    3    7    3    10   7    7    
Vardas3407          Pavarde3407         7    8    3    6    4    10   9    4    5    10   7    
Vardas3408          Pavarde3408         4    5    6    4    6    1    10   6    9    5    2    
Vardas3409          Pavarde3409         9    2    5    2    4    8    1    5    7    4    7    
Vardas3410          Pavarde3410         1    6    2    2    9    4    2    8    3    2    8    
Vardas3411          Pavarde3411         3    10   10   2    9    2    10   5    4    6    3    
Vardas3412          Pavarde3412         3    10   4    6    7    8    7    3    6    1    4    
Vardas3413          Pavarde3413         9    4    8    10   4    4    3    1    7    3    6    
Vardas3414          Pavarde3414         9    7    1    5    5    9    5    1    2    10   10   
Vardas3415          Pavarde3415         8    5    10   6    1    3    3    9    10   5    7    
Vardas3416          Pavarde3416         1    8    9    5    8    8    5    10   7    1    3    
Vardas3417          Pavarde3417         7    8    3    7    5    10   4    10   10   7    6    
Vardas3418          Pavarde3418         8    2    3    10   3    8    6    4    1    8    9    
Vardas3419          Pavarde3419         7    8    5    8    5    9    2    8    5    7    5    
Vardas3420          Pavarde3420         5    10   2    5    3    6    8    7    4    1    6    
Vardas3421          Pavarde3421         2    3    4    2    10   3    6    9    8    9    10   
Vardas3422          Pavarde3422         5    4    7    3    9    3    6    5    9    3    10   
Vardas3423          Pavarde3423         7    6    7    8    9    10   4    2    6    9    10   
Vardas3424          Pavarde3424         4    1    5    4    1    9    4    7    5    10   2    
Vardas3425          Pavarde3425         2    6    6    6    1    8    8    8    1    4    2    
Vardas3426          Pavarde3426         9    7    7    4    2    3    2    6    9    4    10   
Vardas3427          Pavarde3427         1    10   2    10   2    1    9    7    10   1    6    
Vardas3428          Pavarde3428         9    7    1    8    3    5    1    3    5    9    3    
Vardas3429          Pavarde3429         8    8    9    2    1    6    2    9    8    9    7    
Vardas3430          Pavarde3430         4    2    2    2    8    10   6    1    5    4    2    
Vardas3431          Pavarde3431         6    1    1    3    6    8    5    9    7    2    9    
Vardas3432          Pavarde3432         3    7    4    6    4    1    4    8    8    8    6    
Vardas3433          Pavarde3433         3    4    6    5    2    6    4    1    8    3    9    
Vardas3434          Pavarde3434         1    10   4    10   2    1    9    10   2    4    8    
Vardas3435          Pavarde3435         9    9    9    2    9    4    9    4    8    8    3    
Vardas3436          Pavarde3436         2    5    7    6    8    9    4    2    8    2    5    
Vardas3437          Pavarde3437         2    2    10   3    2    3    1    7    10   9    8    
Vardas3438          Pavarde3438         6    8    7    7    5    5    7    1    4    5    2    
Vardas3439          Pavarde3439         6    1    2    8    3    8    6    6    7    5    1    
Vardas3440          Pavarde3440         10   5    6    4    8    5    6    3    9    5    7    
Vardas3441          Pavarde3441         7    7    5    7    3    5    10   8    9    9    8    
Vardas3442          Pavarde3442         5    5    6    7    3    10   6    3    10   2    7    
Vardas3443          Pavarde3443         8    6    10   10   1    10   7    7    8    1    10   
Vardas3444          Pavarde3444         2    10   10   3    2    9    4    2    4    9    4    
Vardas3445          Pavarde3445         10   7    6    2    8    4    5    5    5    5    6    
Vardas3446          Pavarde3446         8    5    5    4    2    8    7    10   7    2    7    
Vardas3447          Pavarde3447         2    7    6    1    7    10   8    9    2    9    5    
Vardas3448          Pavarde3448         3    5    8    2    8    4    6    10   4    10   8    
Vardas3449          Pavarde3449         9    2    4    6    4    5    3    9    9    3    7    
Vardas3450          Pavarde3450         7    3    1    5    2    9    6    4    2    8    2    
Vardas3451          Pavarde3451         1    10   1    10   2    4    1    2    4    8    10   
Vardas3452          Pavarde3452         9    8    8    5    10   10   4    2    10   6    8    
Vardas3453          Pavarde3453         8    10   2    10   7    1    6    4    2    3    7    
Vardas3454          Pavarde3454         6    7    7    6    2    10   10   7    2    2    1    
Vardas3455          Pavarde3455         6    3    1    8    5    2    10   4    7    2    4    
Vardas3456          Pavarde3456         6    7    4    8    4    5    6    2    6    7    8    
Vardas3457          Pavarde3457         1    8    1    6    8    9    1    2    1    2    3    
